"","race_grouping","aggregate_sentence_length"
"16027","Non Indigenous",957
"16028","Indigenous",974
"16029","Non Indigenous",1596
"16030","Non Indigenous",928
"16031","Non Indigenous",3408
"16032","Non Indigenous",1096
"16033","Indigenous",1644
"16034","Non Indigenous",1765
"16035","Indigenous",1461
"16036","Non Indigenous",1826
"16037","Non Indigenous",1644
"16038","Non Indigenous",1611
"16039","Non Indigenous",3287
"16040","Non Indigenous",1399
"16041","Non Indigenous",2376
"16042","Indigenous",912
"16043","Non Indigenous",1218
"16044","Non Indigenous",1769
"16045","Non Indigenous",1917
"16046","Non Indigenous",1400
"16047","Indigenous",1641
"16048","Indigenous",1827
"16049","Non Indigenous",1400
"16050","Indigenous",824
"16051","Non Indigenous",1262
"16052","Non Indigenous",1926
"16053","Non Indigenous",1384
"16054","Non Indigenous",731
"16055","Indigenous",1827
"16056","Non Indigenous",730
"16057","Non Indigenous",731
"16058","Non Indigenous",2922
"16059","Non Indigenous",2389
"16060","Non Indigenous",1461
"16061","Indigenous",4443
"16062","Non Indigenous",1952
"16063","Indigenous",19739
"16064","Non Indigenous",2557
"16065","Non Indigenous",765
"16066","Non Indigenous",730
"16067","Non Indigenous",1893
"16068","Indigenous",2525
"16069","Indigenous",1065
"16070","Non Indigenous",853
"16071","Indigenous",2376
"16072","Non Indigenous",2861
"16073","Non Indigenous",731
"16074","Non Indigenous",1734
"16075","Non Indigenous",730
"16076","Indigenous",846
"16077","Indigenous",1642
"16078","Indigenous",1004
"16079","Non Indigenous",2799
"16080","Non Indigenous",3653
"16081","Indigenous",1451
"16082","Non Indigenous",2192
"16083","Non Indigenous",1826
"16084","Non Indigenous",1687
"16085","Non Indigenous",2556
"16086","Indigenous",1430
"16087","Non Indigenous",730
"16088","Non Indigenous",1003
"16089","Non Indigenous",2192
"16090","Non Indigenous",3166
"16091","Non Indigenous",3103
"16092","Non Indigenous",1096
"16093","Indigenous",730
"16094","Non Indigenous",731
"16095","Non Indigenous",2464
"16096","Non Indigenous",731
"16097","Non Indigenous",1780
"16098","Non Indigenous",1350
"16099","Non Indigenous",1400
"16100","Non Indigenous",2466
"16101","Non Indigenous",1767
"16102","Non Indigenous",1827
"16103","Non Indigenous",731
"16104","Indigenous",7562
"16105","Non Indigenous",1553
"16106","Indigenous",5479
"16107","Non Indigenous",1826
"16108","Indigenous",1140
"16109","Non Indigenous",1096
"16110","Indigenous",1123
"16111","Non Indigenous",3014
"16112","Non Indigenous",1155
"16113","Non Indigenous",1338
"16114","Indigenous",1216
"16115","Non Indigenous",731
"16116","Non Indigenous",2191
"16117","Non Indigenous",1431
"16118","Non Indigenous",732
"16119","Non Indigenous",912
"16120","Indigenous",1003
"16121","Indigenous",1662
"16122","Non Indigenous",731
"16123","Non Indigenous",1096
"16124","Non Indigenous",1095
"16125","Non Indigenous",4413
"16126","Non Indigenous",2956
"16127","Non Indigenous",2557
"16128","Non Indigenous",2222
"16129","Non Indigenous",1096
"16130","Non Indigenous",822
"16131","Non Indigenous",1137
"16132","Indigenous",2946
"16133","Non Indigenous",1096
"16134","Non Indigenous",2012
"16135","Non Indigenous",1046
"16136","Indigenous",1095
"16137","Non Indigenous",911
"16138","Indigenous",821
"16139","Non Indigenous",842
"16140","Non Indigenous",4656
"16141","Non Indigenous",959
"16142","Non Indigenous",793
"16143","Non Indigenous",1278
"16144","Non Indigenous",1322
"16145","Non Indigenous",1094
"16146","Non Indigenous",731
"16147","Non Indigenous",2010
"16148","Non Indigenous",730
"16149","Non Indigenous",1096
"16150","Non Indigenous",1083
"16151","Indigenous",2189
"16152","Non Indigenous",1598
"16153","Non Indigenous",9804
"16154","Indigenous",3136
"16155","Non Indigenous",2192
"16156","Non Indigenous",1279
"16157","Non Indigenous",5403
"16158","Non Indigenous",3525
"16159","Non Indigenous",1095
"16160","Non Indigenous",730
"16161","Non Indigenous",730
"16162","Non Indigenous",1043
"16163","Non Indigenous",1906
"16164","Non Indigenous",3316
"16165","Indigenous",1096
"16166","Non Indigenous",1356
"16167","Non Indigenous",1096
"16168","Non Indigenous",2283
"16169","Non Indigenous",731
"16170","Indigenous",1583
"16171","Non Indigenous",2557
"16172","Non Indigenous",911
"16173","Non Indigenous",730
"16174","Non Indigenous",1001
"16175","Non Indigenous",9132
"16176","Non Indigenous",2125
"16177","Non Indigenous",1981
"16178","Non Indigenous",1096
"16179","Non Indigenous",876
"16180","Indigenous",1744
"16181","Non Indigenous",1897
"16182","Non Indigenous",730
"16183","Non Indigenous",3075
"16184","Non Indigenous",1946
"16185","Non Indigenous",1096
"16186","Non Indigenous",731
"16187","Non Indigenous",4383
"16188","Non Indigenous",1399
"16189","Non Indigenous",1310
"16190","Non Indigenous",1476
"16191","Non Indigenous",733
"16192","Non Indigenous",1581
"16193","Indigenous",1827
"16194","Non Indigenous",6196
"16195","Non Indigenous",2922
"16196","Non Indigenous",2282
"16197","Non Indigenous",1663
"16198","Non Indigenous",2100
"16199","Non Indigenous",2192
"16200","Indigenous",5906
"16201","Indigenous",1796
"16202","Indigenous",1096
"16203","Indigenous",731
"16204","Non Indigenous",3651
"16205","Non Indigenous",1044
"16206","Non Indigenous",1400
"16207","Non Indigenous",731
"16208","Non Indigenous",2191
"16209","Non Indigenous",2192
"16210","Non Indigenous",1601
"16211","Non Indigenous",1461
"16212","Non Indigenous",5294
"16213","Non Indigenous",1461
"16214","Non Indigenous",3653
"16215","Indigenous",730
"16216","Non Indigenous",884
"16217","Non Indigenous",2101
"16218","Indigenous",1825
"16219","Indigenous",1096
"16220","Non Indigenous",1583
"16221","Non Indigenous",912
"16222","Non Indigenous",1094
"16223","Non Indigenous",2008
"16224","Indigenous",731
"16225","Indigenous",2021
"16226","Non Indigenous",1645
"16227","Indigenous",1734
"16228","Non Indigenous",730
"16229","Non Indigenous",1173
"16230","Non Indigenous",1887
"16231","Non Indigenous",1715
"16232","Non Indigenous",914
"16233","Non Indigenous",3409
"16234","Non Indigenous",1277
"16235","Indigenous",2192
"16236","Indigenous",1461
"16237","Non Indigenous",1005
"16238","Non Indigenous",873
"16239","Non Indigenous",730
"16240","Non Indigenous",1191
"16241","Indigenous",1036
"16242","Indigenous",1461
"16243","Non Indigenous",730
"16244","Indigenous",931
"16245","Non Indigenous",730
"16246","Indigenous",1461
"16247","Non Indigenous",1279
"16248","Non Indigenous",731
"16249","Non Indigenous",1051
"16250","Indigenous",914
"16251","Indigenous",2557
"16252","Non Indigenous",2283
"16253","Non Indigenous",920
"16254","Non Indigenous",2496
"16255","Non Indigenous",730
"16256","Indigenous",984
"16257","Non Indigenous",1697
"16258","Non Indigenous",973
"16259","Non Indigenous",1338
"16260","Indigenous",1826
"16261","Non Indigenous",1826
"16262","Indigenous",1765
"16263","Indigenous",2649
"16264","Non Indigenous",2522
"16265","Non Indigenous",911
"16266","Non Indigenous",857
"16267","Non Indigenous",1461
"16268","Non Indigenous",2922
"16269","Non Indigenous",730
"16270","Non Indigenous",1111
"16271","Non Indigenous",929
"16272","Non Indigenous",1277
"16273","Non Indigenous",1826
"16274","Non Indigenous",3095
"16275","Non Indigenous",2738
"16276","Non Indigenous",731
"16277","Indigenous",1445
"16278","Indigenous",1304
"16279","Indigenous",2182
"16280","Non Indigenous",1018
"16281","Non Indigenous",975
"16282","Non Indigenous",2374
"16283","Indigenous",1291
"16284","Non Indigenous",1085
"16285","Non Indigenous",1461
"16286","Indigenous",1826
"16287","Non Indigenous",2376
"16288","Indigenous",3287
"16289","Non Indigenous",731
"16290","Non Indigenous",1095
"16291","Non Indigenous",1388
"16292","Non Indigenous",1396
"16293","Indigenous",914
"16294","Non Indigenous",1774
"16295","Non Indigenous",884
"16296","Indigenous",730
"16297","Non Indigenous",3225
"16298","Indigenous",1125
"16299","Non Indigenous",1249
"16300","Non Indigenous",1004
"16301","Non Indigenous",1277
"16302","Non Indigenous",2191
"16303","Non Indigenous",731
"16304","Non Indigenous",1461
"16305","Non Indigenous",1096
"16306","Non Indigenous",2622
"16307","Non Indigenous",1096
"16308","Non Indigenous",4497
"16309","Non Indigenous",933
"16310","Non Indigenous",1563
"16311","Non Indigenous",730
"16312","Indigenous",3653
"16313","Indigenous",2326
"16314","Non Indigenous",1034
"16315","Non Indigenous",2253
"16316","Non Indigenous",1419
"16317","Non Indigenous",2602
"16318","Non Indigenous",1186
"16319","Non Indigenous",1485
"16320","Non Indigenous",4383
"16321","Non Indigenous",1722
"16322","Non Indigenous",730
"16323","Non Indigenous",730
"16324","Non Indigenous",731
"16325","Non Indigenous",821
"16326","Non Indigenous",1095
"16327","Indigenous",1156
"16328","Non Indigenous",2450
"16329","Non Indigenous",2314
"16330","Non Indigenous",892
"16331","Non Indigenous",730
"16332","Indigenous",730
"16333","Non Indigenous",1096
"16334","Non Indigenous",4901
"16335","Non Indigenous",2981
"16336","Non Indigenous",1628
"16337","Non Indigenous",3652
"16338","Indigenous",731
"16339","Indigenous",1358
"16340","Non Indigenous",751
"16341","Non Indigenous",2737
"16342","Non Indigenous",3706
"16343","Non Indigenous",915
"16344","Non Indigenous",849
"16345","Non Indigenous",1067
"16346","Non Indigenous",1857
"16347","Indigenous",988
"16348","Indigenous",1662
"16349","Non Indigenous",1673
"16350","Indigenous",811
"16351","Non Indigenous",1826
"16352","Non Indigenous",2922
"16353","Non Indigenous",1157
"16354","Non Indigenous",1095
"16355","Non Indigenous",2376
"16356","Non Indigenous",1268
"16357","Non Indigenous",3287
"16358","Indigenous",1371
"16359","Non Indigenous",1512
"16360","Indigenous",1279
"16361","Non Indigenous",1525
"16362","Indigenous",845
"16363","Non Indigenous",2922
"16364","Indigenous",1096
"16365","Indigenous",3167
"16366","Non Indigenous",1369
"16367","Non Indigenous",1095
"16368","Indigenous",1858
"16369","Indigenous",1440
"16370","Non Indigenous",2313
"16371","Non Indigenous",2313
"16372","Non Indigenous",1642
"16373","Non Indigenous",730
"16374","Indigenous",2623
"16375","Non Indigenous",762
"16376","Indigenous",736
"16377","Non Indigenous",9589
"16378","Non Indigenous",5161
"16379","Non Indigenous",731
"16380","Indigenous",1189
"16381","Non Indigenous",3165
"16382","Non Indigenous",731
"16383","Non Indigenous",1247
"16384","Indigenous",3712
"16385","Non Indigenous",1643
"16386","Non Indigenous",730
"16387","Indigenous",1311
"16388","Non Indigenous",1004
"16389","Non Indigenous",730
"16390","Non Indigenous",791
"16391","Non Indigenous",917
"16392","Non Indigenous",1095
"16393","Non Indigenous",973
"16394","Non Indigenous",1461
"16395","Non Indigenous",915
"16396","Non Indigenous",1491
"16397","Non Indigenous",730
"16398","Non Indigenous",2191
"16399","Non Indigenous",1705
"16400","Indigenous",3653
"16401","Non Indigenous",1397
"16402","Non Indigenous",731
"16403","Indigenous",2147
"16404","Non Indigenous",1280
"16405","Non Indigenous",1034
"16406","Non Indigenous",1826
"16407","Indigenous",1675
"16408","Non Indigenous",3195
"16409","Non Indigenous",1019
"16410","Non Indigenous",1277
"16411","Indigenous",1339
"16412","Indigenous",760
"16413","Non Indigenous",1125
"16414","Non Indigenous",1836
"16415","Non Indigenous",1202
"16416","Indigenous",1827
"16417","Indigenous",2830
"16418","Non Indigenous",2192
"16419","Non Indigenous",1071
"16420","Non Indigenous",827
"16421","Non Indigenous",1095
"16422","Non Indigenous",1704
"16423","Indigenous",1461
"16424","Non Indigenous",1095
"16425","Non Indigenous",1188
"16426","Non Indigenous",1584
"16427","Non Indigenous",2417
"16428","Non Indigenous",1431
"16429","Non Indigenous",730
"16430","Non Indigenous",2257
"16431","Non Indigenous",1461
"16432","Non Indigenous",1604
"16433","Non Indigenous",1461
"16434","Indigenous",731
"16435","Non Indigenous",1461
"16436","Non Indigenous",3349
"16437","Non Indigenous",1096
"16438","Non Indigenous",792
"16439","Non Indigenous",1736
"16440","Non Indigenous",3634
"16441","Non Indigenous",1116
"16442","Non Indigenous",1780
"16443","Non Indigenous",730
"16444","Indigenous",1882
"16445","Non Indigenous",805
"16446","Non Indigenous",5844
"16447","Non Indigenous",750
"16448","Non Indigenous",1676
"16449","Non Indigenous",730
"16450","Indigenous",731
"16451","Non Indigenous",853
"16452","Non Indigenous",2860
"16453","Non Indigenous",1154
"16454","Non Indigenous",789
"16455","Non Indigenous",913
"16456","Non Indigenous",731
"16457","Indigenous",959
"16458","Non Indigenous",2970
"16459","Indigenous",751
"16460","Non Indigenous",1578
"16461","Non Indigenous",2311
"16462","Non Indigenous",2375
"16463","Indigenous",1461
"16464","Non Indigenous",730
"16465","Non Indigenous",731
"16466","Indigenous",991
"16467","Non Indigenous",1095
"16468","Non Indigenous",3002
"16469","Non Indigenous",731
"16470","Non Indigenous",1096
"16471","Non Indigenous",1431
"16472","Non Indigenous",739
"16473","Non Indigenous",914
"16474","Non Indigenous",1644
"16475","Non Indigenous",2873
"16476","Indigenous",1240
"16477","Non Indigenous",731
"16478","Non Indigenous",2101
"16479","Non Indigenous",3652
"16480","Non Indigenous",1979
"16481","Non Indigenous",912
"16482","Indigenous",822
"16483","Non Indigenous",2340
"16484","Indigenous",1160
"16485","Non Indigenous",2541
"16486","Non Indigenous",3067
"16487","Non Indigenous",1369
"16488","Non Indigenous",1003
"16489","Non Indigenous",731
"16490","Non Indigenous",3836
"16491","Non Indigenous",3410
"16492","Non Indigenous",2259
"16493","Non Indigenous",914
"16494","Indigenous",1264
"16495","Indigenous",1112
"16496","Non Indigenous",2933
"16497","Non Indigenous",1392
"16498","Non Indigenous",730
"16499","Non Indigenous",733
"16500","Indigenous",893
"16501","Non Indigenous",10345
"16502","Non Indigenous",2738
"16503","Non Indigenous",1126
"16504","Non Indigenous",1850
"16505","Non Indigenous",1461
"16506","Non Indigenous",869
"16507","Non Indigenous",928
"16508","Non Indigenous",1147
"16509","Non Indigenous",736
"16510","Non Indigenous",1058
"16511","Non Indigenous",1499
"16512","Non Indigenous",730
"16513","Indigenous",731
"16514","Non Indigenous",913
"16515","Indigenous",5753
"16516","Non Indigenous",2293
"16517","Non Indigenous",731
"16518","Non Indigenous",2314
"16519","Indigenous",1560
"16520","Non Indigenous",4016
"16521","Non Indigenous",1243
"16522","Non Indigenous",1218
"16523","Indigenous",1096
"16524","Indigenous",1277
"16525","Non Indigenous",2557
"16526","Non Indigenous",1612
"16527","Indigenous",730
"16528","Non Indigenous",2922
"16529","Non Indigenous",6575
"16530","Non Indigenous",782
"16531","Non Indigenous",730
"16532","Non Indigenous",1399
"16533","Non Indigenous",1096
"16534","Indigenous",896
"16535","Indigenous",852
"16536","Indigenous",3322
"16537","Indigenous",810
"16538","Non Indigenous",1412
"16539","Non Indigenous",3531
"16540","Indigenous",1288
"16541","Non Indigenous",1826
"16542","Non Indigenous",2024
"16543","Non Indigenous",731
"16544","Indigenous",1461
"16545","Non Indigenous",731
"16546","Non Indigenous",902
"16547","Non Indigenous",2191
"16548","Non Indigenous",12210
"16549","Non Indigenous",1612
"16550","Non Indigenous",731
"16551","Non Indigenous",1124
"16552","Non Indigenous",5539
"16553","Non Indigenous",1066
"16554","Non Indigenous",971
"16555","Indigenous",1781
"16556","Non Indigenous",1034
"16557","Non Indigenous",1826
"16558","Non Indigenous",3837
"16559","Indigenous",1142
"16560","Non Indigenous",1821
"16561","Non Indigenous",2191
"16562","Indigenous",6209
"16563","Non Indigenous",1710
"16564","Indigenous",914
"16565","Indigenous",2374
"16566","Non Indigenous",3318
"16567","Non Indigenous",912
"16568","Non Indigenous",1869
"16569","Indigenous",882
"16570","Indigenous",1096
"16571","Non Indigenous",1277
"16572","Non Indigenous",730
"16573","Non Indigenous",1202
"16574","Non Indigenous",1461
"16575","Indigenous",2648
"16576","Non Indigenous",2162
"16577","Indigenous",1083
"16578","Indigenous",911
"16579","Non Indigenous",1685
"16580","Non Indigenous",1461
"16581","Indigenous",1400
"16582","Non Indigenous",912
"16583","Indigenous",746
"16584","Non Indigenous",1066
"16585","Non Indigenous",1065
"16586","Non Indigenous",2981
"16587","Non Indigenous",731
"16588","Non Indigenous",1543
"16589","Non Indigenous",1461
"16590","Non Indigenous",1447
"16591","Non Indigenous",730
"16592","Indigenous",3714
"16593","Indigenous",2861
"16594","Non Indigenous",1095
"16595","Non Indigenous",1231
"16596","Non Indigenous",821
"16597","Non Indigenous",3044
"16598","Indigenous",2389
"16599","Indigenous",4567
"16600","Non Indigenous",945
"16601","Non Indigenous",1460
"16602","Indigenous",1491
"16603","Indigenous",1642
"16604","Non Indigenous",1553
"16605","Non Indigenous",731
"16606","Non Indigenous",731
"16607","Non Indigenous",2029
"16608","Non Indigenous",730
"16609","Non Indigenous",731
"16610","Non Indigenous",730
